-182.819, 77.394, 2.420,  1.765
-182.797, 77.317, 2.415,  1.798
-182.776, 77.239, 2.409,  1.831
-182.755, 77.162, 2.404,  1.864
-182.734, 77.085, 2.399,  1.897
-182.714, 77.008, 2.394,  1.930
-182.694, 76.931, 2.390,  1.963
-182.674, 76.854, 2.385,  1.996
-182.655, 76.777, 2.381,  2.029
-182.635, 76.700, 2.378,  2.062
-182.616, 76.623, 2.374,  2.095
-182.598, 76.546, 2.371,  2.128
-182.579, 76.469, 2.368,  2.161
-182.561, 76.392, 2.365,  2.194
-182.544, 76.316, 2.363,  2.227
-182.526, 76.239, 2.360,  2.260
-182.509, 76.162, 2.358,  2.293
-182.492, 76.085, 2.356,  2.326
-182.475, 76.009, 2.354,  2.359
-182.459, 75.932, 2.353,  2.392
-182.442, 75.855, 2.351,  2.425
-182.426, 75.778, 2.350,  2.458
-182.411, 75.701, 2.349,  2.491
-182.395, 75.625, 2.348,  2.524
-182.380, 75.548, 2.348,  2.557
-182.365, 75.471, 2.347,  2.590
-182.351, 75.394, 2.347,  2.623
-182.336, 75.317, 2.346,  2.656
-182.322, 75.240, 2.346,  2.689
-182.308, 75.163, 2.346,  2.722
-182.294, 75.086, 2.346,  2.755
-182.281, 75.009, 2.347,  2.788
-182.268, 74.931, 2.347,  2.821
-182.254, 74.854, 2.348,  2.854
-182.242, 74.777, 2.348,  2.887
-182.229, 74.700, 2.349,  2.920
-182.217, 74.622, 2.350,  2.953
-182.204, 74.545, 2.351,  2.986
-182.193, 74.467, 2.352,  3.019
-182.181, 74.389, 2.354,  3.052
-182.169, 74.312, 2.355,  3.085
-182.158, 74.234, 2.357,  3.118
-182.147, 74.156, 2.358,  3.151
-182.136, 74.078, 2.360,  3.184
-182.125, 74.000, 2.362,  3.217
-182.114, 73.922, 2.364,  3.250
-182.104, 73.843, 2.366,  3.283
-182.094, 73.765, 2.368,  3.316
-182.084, 73.687, 2.371,  3.349
-182.074, 73.608, 2.373,  3.382
-182.064, 73.530, 2.375,  3.415
-182.055, 73.451, 2.378,  3.448
-182.045, 73.372, 2.381,  3.481
-182.036, 73.293, 2.383,  3.514
-182.027, 73.214, 2.386,  3.547
-182.018, 73.135, 2.389,  3.580
-182.010, 73.055, 2.392,  3.613
-182.001, 72.976, 2.395,  3.646
-181.993, 72.896, 2.399,  3.679
-181.985, 72.817, 2.402,  3.712
-181.976, 72.737, 2.405,  3.745
-181.969, 72.657, 2.409,  3.778
-181.961, 72.577, 2.412,  3.811
-181.953, 72.497, 2.416,  3.844
-181.946, 72.416, 2.420,  3.877
-181.938, 72.336, 2.424,  3.910
-181.931, 72.255, 2.427,  3.943
-181.924, 72.174, 2.431,  3.976
-181.917, 72.093, 2.435,  4.009
-181.910, 72.012, 2.439,  4.042
-181.904, 71.931, 2.444,  4.075
-181.897, 71.850, 2.448,  4.108
-181.891, 71.768, 2.452,  4.141
-181.884, 71.687, 2.457,  4.174
-181.878, 71.605, 2.461,  4.207
-181.872, 71.523, 2.466,  4.240
-181.866, 71.441, 2.470,  4.273
-181.860, 71.358, 2.475,  4.306
-181.854, 71.276, 2.480,  4.339
-181.849, 71.193, 2.484,  4.372
-181.843, 71.111, 2.489,  4.405
-181.838, 71.028, 2.494,  4.438
-181.832, 70.944, 2.499,  4.471
-181.827, 70.861, 2.504,  4.504
-181.822, 70.778, 2.509,  4.537
-181.817, 70.694, 2.515,  4.570
-181.812, 70.610, 2.520,  4.603
-181.807, 70.526, 2.525,  4.636
-181.802, 70.442, 2.531,  4.669
-181.798, 70.358, 2.536,  4.702
-181.793, 70.273, 2.542,  4.735
-181.789, 70.188, 2.547,  4.768
-181.784, 70.103, 2.553,  4.801
-181.780, 70.018, 2.559,  4.834
-181.776, 69.933, 2.564,  4.867
-181.772, 69.847, 2.570,  4.900
-181.768, 69.761, 2.576,  4.933
-181.764, 69.675, 2.582,  4.966
-181.760, 69.589, 2.588,  4.999
-181.756, 69.503, 2.594,  5.032
-181.752, 69.416, 2.600,  5.065
-181.748, 69.329, 2.607,  5.098
-181.745, 69.242, 2.613,  5.131
-181.741, 69.155, 2.619,  5.164
-181.738, 69.068, 2.626,  5.197
-181.734, 68.980, 2.632,  5.230
-181.731, 68.892, 2.638,  5.263
-181.728, 68.804, 2.645,  5.296
-181.725, 68.716, 2.651,  5.329
-181.721, 68.627, 2.658,  5.362
-181.718, 68.539, 2.665,  5.395
-181.715, 68.450, 2.671,  5.428
-181.712, 68.361, 2.678,  5.461
-181.709, 68.271, 2.685,  5.494
-181.707, 68.182, 2.692,  5.527
-181.704, 68.092, 2.699,  5.560
-181.701, 68.002, 2.706,  5.593
-181.698, 67.911, 2.713,  5.626
-181.696, 67.821, 2.720,  5.659
-181.693, 67.730, 2.727,  5.692
-181.691, 67.639, 2.735,  5.725
-181.688, 67.547, 2.742,  5.758
-181.686, 67.456, 2.749,  5.791
-181.683, 67.364, 2.757,  5.824
-181.681, 67.272, 2.764,  5.857
-181.679, 67.180, 2.772,  5.890
-181.677, 67.087, 2.779,  5.923
-181.674, 66.994, 2.787,  5.956
-181.672, 66.901, 2.795,  5.989
-181.670, 66.808, 2.802,  6.022
-181.668, 66.714, 2.810,  6.055
-181.666, 66.620, 2.818,  6.088
-181.664, 66.526, 2.826,  6.121
-181.662, 66.432, 2.834,  6.154
-181.660, 66.337, 2.842,  6.187
-181.658, 66.242, 2.850,  6.220
-181.656, 66.147, 2.858,  6.253
-181.655, 66.052, 2.866,  6.286
-181.653, 65.956, 2.875,  6.319
-181.651, 65.860, 2.883,  6.352
-181.649, 65.764, 2.891,  6.385
-181.648, 65.667, 2.900,  6.418
-181.646, 65.570, 2.908,  6.451
-181.644, 65.473, 2.916,  6.484
-181.643, 65.376, 2.925,  6.517
-181.641, 65.278, 2.934,  6.550
-181.640, 65.180, 2.942,  6.583
-181.638, 65.082, 2.951,  6.616
-181.637, 64.983, 2.960,  6.649
-181.635, 64.884, 2.968,  6.682
-181.634, 64.785, 2.977,  6.715
-181.633, 64.686, 2.986,  6.748
-181.631, 64.586, 2.995,  6.781
-181.630, 64.486, 3.004,  6.814
-181.629, 64.385, 3.013,  6.847
-181.627, 64.285, 3.022,  6.880
-181.626, 64.184, 3.031,  6.913
-181.625, 64.082, 3.040,  6.946
-181.624, 63.981, 3.050,  6.979
-181.623, 63.879, 3.059,  7.012
-181.621, 63.777, 3.068,  7.045
-181.620, 63.674, 3.077,  7.078
-181.619, 63.571, 3.087,  7.111
-181.618, 63.468, 3.096,  7.144
-181.617, 63.365, 3.106,  7.177
-181.616, 63.261, 3.115,  7.210
-181.615, 63.157, 3.125,  7.243
-181.614, 63.053, 3.134,  7.276
-181.613, 62.948, 3.144,  7.309
-181.612, 62.843, 3.154,  7.342
-181.611, 62.737, 3.164,  7.375
-181.610, 62.632, 3.173,  7.408
-181.609, 62.526, 3.183,  7.441
-181.608, 62.419, 3.193,  7.474
-181.607, 62.313, 3.203,  7.507
-181.606, 62.206, 3.213,  7.540
-181.606, 62.098, 3.223,  7.573
-181.605, 61.991, 3.233,  7.606
-181.604, 61.883, 3.243,  7.639
-181.603, 61.774, 3.254,  7.672
-181.602, 61.666, 3.264,  7.705
-181.601, 61.556, 3.274,  7.738
-181.601, 61.447, 3.284,  7.771
-181.600, 61.337, 3.295,  7.804
-181.599, 61.227, 3.305,  7.837
-181.598, 61.117, 3.316,  7.870
-181.598, 61.006, 3.326,  7.903
-181.597, 60.895, 3.337,  7.936
-181.596, 60.783, 3.347,  7.969
-181.596, 60.672, 3.358,  8.002
-181.595, 60.559, 3.369,  8.035
-181.594, 60.447, 3.379,  8.068
-181.593, 60.334, 3.390,  8.101
-181.593, 60.221, 3.401,  8.134
-181.592, 60.107, 3.412,  8.167
-181.592, 59.993, 3.423,  8.200
-181.591, 59.879, 3.434,  8.233
-181.590, 59.764, 3.445,  8.266
-181.590, 59.649, 3.456,  8.299
-181.589, 59.533, 3.467,  8.332
-181.589, 59.417, 3.478,  8.365
-181.588, 59.301, 3.489,  8.398
-181.587, 59.185, 3.500,  8.431
-181.587, 59.068, 3.512,  8.464
-181.586, 58.950, 3.523,  8.497
-181.586, 58.833, 3.534,  8.530
-181.585, 58.714, 3.546,  8.563
-181.585, 58.596, 3.557,  8.596
-181.584, 58.477, 3.569,  8.629
-181.584, 58.358, 3.580,  8.662
-181.583, 58.238, 3.592,  8.695
-181.583, 58.118, 3.604,  8.728
-181.582, 57.998, 3.615,  8.761
-181.582, 57.877, 3.627,  8.794
-181.581, 57.756, 3.639,  8.827
-181.581, 57.634, 3.651,  8.860
-181.580, 57.512, 3.663,  8.893
-181.580, 57.390, 3.674,  8.926
-181.579, 57.267, 3.686,  8.959
-181.579, 57.144, 3.698,  8.992
-181.578, 57.020, 3.710,  9.025
-181.578, 56.896, 3.723,  9.058
-181.577, 56.772, 3.735,  9.091
-181.577, 56.647, 3.747,  9.124
-181.576, 56.522, 3.759,  9.157
-181.576, 56.396, 3.771,  9.190
-181.576, 56.270, 3.784,  9.223
-181.575, 56.144, 3.796,  9.256
-181.575, 56.017, 3.808,  9.289
-181.574, 55.890, 3.821,  9.322
-181.574, 55.762, 3.833,  9.355
-181.573, 55.634, 3.846,  9.388
-181.573, 55.505, 3.859,  9.421
-181.573, 55.376, 3.871,  9.454
-181.572, 55.247, 3.884,  9.487
-181.572, 55.117, 3.897,  9.520
-181.571, 54.987, 3.909,  9.553
-181.571, 54.856, 3.922,  9.586
-181.571, 54.725, 3.935,  9.619
-181.570, 54.594, 3.947,  9.652
-181.570, 54.462, 3.960,  9.685
-181.570, 54.330, 3.973,  9.718
-181.569, 54.197, 3.985,  9.751
-181.569, 54.064, 3.998,  9.784
-181.568, 53.930, 4.010,  9.817
-181.568, 53.796, 4.023,  9.850
-181.568, 53.662, 4.036,  9.883
-181.567, 53.527, 4.048,  9.916
-181.567, 53.392, 4.061,  9.949
-181.566, 53.256, 4.074,  9.982
-181.566, 53.120, 4.086, 10.015
-181.566, 52.983, 4.099, 10.048
-181.565, 52.846, 4.112, 10.081
-181.565, 52.709, 4.125, 10.114
-181.565, 52.571, 4.138, 10.147
-181.564, 52.433, 4.150, 10.180
-181.564, 52.294, 4.163, 10.213
-181.564, 52.155, 4.176, 10.246
-181.563, 52.016, 4.189, 10.279
-181.563, 51.876, 4.202, 10.312
-181.563, 51.735, 4.216, 10.345
-181.562, 51.594, 4.229, 10.378
-181.562, 51.453, 4.242, 10.411
-181.562, 51.311, 4.255, 10.444
-181.561, 51.169, 4.269, 10.477
-181.561, 51.027, 4.282, 10.510
-181.561, 50.883, 4.295, 10.543
-181.560, 50.740, 4.309, 10.576
-181.560, 50.596, 4.322, 10.609
-181.560, 50.452, 4.336, 10.642
-181.559, 50.307, 4.350, 10.675
-181.559, 50.161, 4.363, 10.708
-181.558, 50.016, 4.377, 10.741
-181.558, 49.869, 4.391, 10.774
-181.558, 49.723, 4.405, 10.807
-181.557, 49.575, 4.419, 10.840
-181.557, 49.428, 4.433, 10.873
-181.557, 49.280, 4.447, 10.906
-181.556, 49.131, 4.461, 10.939
-181.556, 48.982, 4.475, 10.972
-181.556, 48.833, 4.489, 11.005
-181.555, 48.683, 4.503, 11.038
-181.555, 48.532, 4.518, 11.071
-181.555, 48.381, 4.532, 11.104
-181.555, 48.230, 4.547, 11.137
-181.554, 48.078, 4.561, 11.170
-181.554, 47.925, 4.576, 11.203
-181.554, 47.772, 4.590, 11.236
-181.553, 47.619, 4.605, 11.269
-181.553, 47.465, 4.620, 11.302
-181.553, 47.311, 4.634, 11.335
-181.552, 47.156, 4.649, 11.368
-181.552, 47.001, 4.664, 11.401
-181.552, 46.845, 4.679, 11.434
-181.551, 46.688, 4.694, 11.467
-181.551, 46.532, 4.709, 11.500
-181.551, 46.374, 4.724, 11.533
-181.550, 46.216, 4.739, 11.566
-181.550, 46.058, 4.755, 11.599
-181.550, 45.899, 4.770, 11.632
-181.549, 45.740, 4.785, 11.665
-181.549, 45.580, 4.801, 11.698
-181.549, 45.419, 4.816, 11.731
-181.548, 45.258, 4.832, 11.764
-181.548, 45.097, 4.847, 11.797
-181.548, 44.935, 4.863, 11.830
-181.547, 44.773, 4.879, 11.863
-181.547, 44.610, 4.894, 11.896
-181.547, 44.446, 4.910, 11.929
-181.546, 44.282, 4.926, 11.962
-181.546, 44.117, 4.942, 11.995
-181.546, 43.952, 4.958, 12.028
-181.545, 43.786, 4.974, 12.061
-181.545, 43.620, 4.990, 12.094
-181.545, 43.454, 5.006, 12.127
-181.544, 43.286, 5.022, 12.160
-181.544, 43.118, 5.039, 12.193
-181.544, 42.950, 5.055, 12.226
-181.543, 42.781, 5.071, 12.259
-181.543, 42.612, 5.087, 12.292
-181.542, 42.442, 5.103, 12.325
-181.542, 42.271, 5.113, 12.358
-181.542, 42.101, 5.110, 12.391
-181.541, 41.931, 5.095, 12.424
-181.541, 41.762, 5.080, 12.457
-181.541, 41.593, 5.068, 12.490
-181.540, 41.425, 5.059, 12.523
-181.540, 41.256, 5.054, 12.556
-181.540, 41.088, 5.053, 12.589
-181.539, 40.920, 5.054, 12.622
-181.539, 40.751, 5.059, 12.655
-181.539, 40.582, 5.068, 12.688
-181.538, 40.413, 5.079, 12.721
-181.538, 40.243, 5.094, 12.754
-181.538, 40.073, 5.111, 12.787
-181.537, 39.902, 5.131, 12.820
-181.537, 39.730, 5.153, 12.853
-181.537, 39.558, 5.178, 12.886
-181.536, 39.384, 5.204, 12.919
-181.536, 39.210, 5.232, 12.952
-181.535, 39.035, 5.262, 12.985
-181.535, 38.858, 5.293, 13.018
-181.535, 38.681, 5.324, 13.051
-181.534, 38.502, 5.357, 13.084
-181.534, 38.323, 5.390, 13.117
-181.534, 38.142, 5.423, 13.150
-181.533, 37.961, 5.456, 13.183
-181.533, 37.778, 5.489, 13.216
-181.532, 37.594, 5.522, 13.249
-181.532, 37.409, 5.555, 13.282
-181.532, 37.223, 5.586, 13.315
-181.531, 37.036, 5.618, 13.348
-181.531, 36.848, 5.648, 13.381
-181.530, 36.659, 5.677, 13.414
-181.530, 36.469, 5.706, 13.447
-181.530, 36.278, 5.733, 13.480
-181.529, 36.086, 5.760, 13.513
-181.529, 35.893, 5.786, 13.546
-181.528, 35.700, 5.811, 13.579
-181.528, 35.505, 5.835, 13.612
-181.528, 35.310, 5.858, 13.645
-181.527, 35.114, 5.880, 13.678
-181.527, 34.918, 5.902, 13.711
-181.526, 34.721, 5.922, 13.744
-181.526, 34.523, 5.943, 13.777
-181.526, 34.324, 5.962, 13.810
-181.525, 34.125, 5.981, 13.843
-181.525, 33.925, 6.000, 13.876
-181.524, 33.725, 6.019, 13.909
-181.524, 33.524, 6.037, 13.942
-181.523, 33.322, 6.055, 13.975
-181.523, 33.120, 6.072, 14.008
-181.523, 32.917, 6.090, 14.041
-181.522, 32.713, 6.108, 14.074
-181.522, 32.509, 6.125, 14.107
-181.521, 32.305, 6.143, 14.140
-181.521, 32.099, 6.161, 14.173
-181.520, 31.893, 6.178, 14.206
-181.520, 31.687, 6.196, 14.239
-181.520, 31.480, 6.215, 14.272
-181.519, 31.272, 6.233, 14.305
-181.519, 31.064, 6.252, 14.338
-181.518, 30.855, 6.270, 14.371
-181.518, 30.646, 6.289, 14.404
-181.517, 30.435, 6.309, 14.437
-181.517, 30.224, 6.328, 14.470
-181.516, 30.013, 6.348, 14.503
-181.516, 29.801, 6.368, 14.536
-181.515, 29.588, 6.389, 14.569
-181.515, 29.374, 6.410, 14.602
-181.514, 29.160, 6.430, 14.635
-181.514, 28.945, 6.452, 14.668
-181.513, 28.729, 6.473, 14.701
-181.513, 28.513, 6.495, 14.734
-181.512, 28.296, 6.516, 14.767
-181.512, 28.078, 6.538, 14.800
-181.511, 27.860, 6.560, 14.833
-181.511, 27.640, 6.583, 14.866
-181.510, 27.420, 6.605, 14.899
-181.510, 27.199, 6.628, 14.932
-181.509, 26.978, 6.651, 14.965
-181.509, 26.755, 6.673, 14.998
-181.508, 26.532, 6.696, 15.031
-181.508, 26.308, 6.720, 15.064
-181.507, 26.084, 6.743, 15.097
-181.507, 25.858, 6.766, 15.130
-181.506, 25.632, 6.789, 15.163
-181.506, 25.405, 6.811, 15.196
-181.505, 25.178, 6.834, 15.229
-181.504, 24.949, 6.856, 15.262
-181.504, 24.720, 6.879, 15.295
-181.503, 24.490, 6.901, 15.328
-181.503, 24.260, 6.923, 15.361
-181.502, 24.028, 6.945, 15.394
-181.502, 23.796, 6.968, 15.427
-181.501, 23.563, 6.990, 15.460
-181.500, 23.330, 7.012, 15.493
-181.500, 23.095, 7.034, 15.526
-181.499, 22.860, 7.056, 15.559
-181.499, 22.624, 7.078, 15.592
-181.498, 22.388, 7.101, 15.625
-181.498, 22.151, 7.123, 15.658
-181.497, 21.913, 7.146, 15.691
-181.496, 21.674, 7.168, 15.724
-181.496, 21.434, 7.191, 15.757
-181.495, 21.194, 7.214, 15.790
-181.495, 20.953, 7.237, 15.823
-181.494, 20.711, 7.260, 15.856
-181.493, 20.468, 7.283, 15.889
-181.493, 20.225, 7.306, 15.922
-181.492, 19.981, 7.330, 15.955
-181.491, 19.736, 7.353, 15.988
-181.491, 19.490, 7.377, 16.021
-181.490, 19.243, 7.401, 16.054
-181.489, 18.996, 7.425, 16.087
-181.489, 18.748, 7.449, 16.120
-181.488, 18.499, 7.473, 16.153
-181.487, 18.249, 7.497, 16.186
-181.487, 17.999, 7.521, 16.219
-181.486, 17.748, 7.545, 16.252
-181.485, 17.495, 7.570, 16.285
-181.485, 17.242, 7.594, 16.318
-181.484, 16.989, 7.618, 16.351
-181.483, 16.734, 7.642, 16.384
-181.483, 16.479, 7.667, 16.417
-181.482, 16.223, 7.691, 16.450
-181.481, 15.966, 7.715, 16.483
-181.481, 15.708, 7.740, 16.516
-181.480, 15.449, 7.764, 16.549
-181.479, 15.190, 7.789, 16.582
-181.478, 14.929, 7.813, 16.615
-181.478, 14.668, 7.838, 16.648
-181.477, 14.407, 7.863, 16.681
-181.476, 14.144, 7.888, 16.714
-181.475, 13.880, 7.913, 16.747
-181.475, 13.616, 7.938, 16.780
-181.474, 13.351, 7.963, 16.813
-181.473, 13.085, 7.988, 16.846
-181.472, 12.818, 8.013, 16.879
-181.472, 12.550, 8.039, 16.912
-181.471, 12.281, 8.065, 16.945
-181.470, 12.012, 8.090, 16.978
-181.469, 11.742, 8.116, 17.011
-181.468, 11.470, 8.142, 17.044
-181.468, 11.198, 8.168, 17.077
-181.467, 10.925, 8.195, 17.110
-181.466, 10.651, 8.221, 17.143
-181.465, 10.377, 8.248, 17.176
-181.464, 10.101, 8.274, 17.209
-181.464, 9.825, 8.301, 17.242
-181.463, 9.547, 8.328, 17.275
-181.462, 9.269, 8.355, 17.308
-181.461, 8.990, 8.382, 17.341
-181.460, 8.710, 8.409, 17.374
-181.459, 8.429, 8.437, 17.407
-181.458, 8.147, 8.464, 17.440
-181.458, 7.864, 8.492, 17.473
-181.457, 7.580, 8.519, 17.506
-181.456, 7.296, 8.547, 17.539
-181.455, 7.010, 8.575, 17.572
-181.454, 6.723, 8.603, 17.605
-181.453, 6.436, 8.631, 17.638
-181.452, 6.148, 8.659, 17.671
-181.451, 5.858, 8.687, 17.704
-181.450, 5.568, 8.715, 17.737
-181.449, 5.277, 8.744, 17.770
-181.448, 4.984, 8.772, 17.803
-181.448, 4.691, 8.801, 17.836
-181.447, 4.397, 8.830, 17.869
-181.446, 4.102, 8.858, 17.902
-181.445, 3.806, 8.887, 17.935
-181.444, 3.509, 8.916, 17.968
-181.443, 3.211, 8.945, 18.001
-181.442, 2.912, 8.974, 18.034
-181.441, 2.613, 9.003, 18.067
-181.440, 2.312, 9.033, 18.100
-181.439, 2.010, 9.062, 18.133
-181.438, 1.707, 9.091, 18.166
-181.437, 1.403, 9.121, 18.199
-181.436, 1.098, 9.151, 18.232
-181.435, 0.793, 9.180, 18.265
-181.434, 0.486, 9.210, 18.298
-181.432, 0.178, 9.240, 18.331
-181.431, -0.131, 9.270, 18.364
-181.430, -0.440, 9.300, 18.397
-181.429, -0.751, 9.330, 18.430
-181.428, -1.063, 9.361, 18.463
-181.427, -1.376, 9.391, 18.496
-181.426, -1.690, 9.421, 18.529
-181.425, -2.004, 9.452, 18.562
-181.424, -2.320, 9.483, 18.595
-181.423, -2.637, 9.513, 18.628
-181.422, -2.955, 9.544, 18.661
-181.420, -3.274, 9.575, 18.694
-181.419, -3.594, 9.606, 18.727
-181.418, -3.915, 9.637, 18.760
-181.417, -4.237, 9.669, 18.793
-181.416, -4.560, 9.700, 18.826
-181.415, -4.884, 9.731, 18.859
-181.413, -5.209, 9.763, 18.892
-181.412, -5.535, 9.795, 18.925
-181.411, -5.863, 9.826, 18.958
-181.410, -6.191, 9.858, 18.991
-181.409, -6.521, 9.890, 19.024
-181.407, -6.851, 9.922, 19.057
-181.406, -7.183, 9.954, 19.090
-181.405, -7.515, 9.987, 19.123
-181.404, -7.849, 10.019, 19.156
-181.402, -8.184, 10.051, 19.189
-181.401, -8.520, 10.084, 19.222
-181.400, -8.857, 10.117, 19.255
-181.398, -9.195, 10.149, 19.288
-181.397, -9.534, 10.182, 19.321
-181.396, -9.874, 10.215, 19.354
-181.394, -10.215, 10.248, 19.387
-181.393, -10.558, 10.281, 19.420
-181.392, -10.901, 10.315, 19.453
-181.390, -11.246, 10.348, 19.486
-181.389, -11.592, 10.381, 19.519
-181.388, -11.939, 10.415, 19.552
-181.386, -12.287, 10.449, 19.585
-181.385, -12.636, 10.482, 19.618
-181.384, -12.986, 10.516, 19.651
-181.382, -13.338, 10.550, 19.684
-181.381, -13.690, 10.584, 19.717
-181.379, -14.044, 10.619, 19.750
-181.378, -14.399, 10.653, 19.783
-181.376, -14.755, 10.687, 19.816
-181.375, -15.112, 10.722, 19.849
-181.373, -15.470, 10.756, 19.882
-181.372, -15.829, 10.791, 19.915
-181.371, -16.190, 10.826, 19.948
-181.369, -16.552, 10.861, 19.981
-181.368, -16.915, 10.896, 20.014
-181.366, -17.279, 10.931, 20.047
-181.364, -17.644, 10.966, 20.080
-181.363, -18.010, 11.001, 20.113
-181.361, -18.378, 11.037, 20.146
-181.360, -18.747, 11.072, 20.179
-181.358, -19.117, 11.108, 20.212
-181.357, -19.488, 11.144, 20.245
-181.355, -19.860, 11.180, 20.278
-181.353, -20.234, 11.216, 20.311
-181.352, -20.609, 11.252, 20.344
-181.350, -20.985, 11.288, 20.377
-181.349, -21.362, 11.324, 20.410
-181.347, -21.740, 11.361, 20.443
-181.345, -22.120, 11.397, 20.476
-181.344, -22.501, 11.434, 20.509
-181.342, -22.883, 11.471, 20.542
-181.340, -23.266, 11.507, 20.575
-181.338, -23.650, 11.545, 20.608
-181.337, -24.036, 11.582, 20.641
-181.335, -24.423, 11.619, 20.674
-181.333, -24.811, 11.657, 20.707
-181.331, -25.201, 11.695, 20.740
-181.330, -25.592, 11.733, 20.773
-181.328, -25.984, 11.771, 20.806
-181.326, -26.377, 11.810, 20.839
-181.324, -26.772, 11.848, 20.872
-181.322, -27.168, 11.887, 20.905
-181.321, -27.565, 11.926, 20.938
-181.319, -27.964, 11.966, 20.971
-181.317, -28.363, 12.005, 21.004
-181.315, -28.765, 12.045, 21.037
-181.313, -29.167, 12.085, 21.070
-181.311, -29.571, 12.125, 21.103
-181.309, -29.976, 12.165, 21.136
-181.307, -30.383, 12.206, 21.169
-181.305, -30.791, 12.246, 21.202
-181.303, -31.200, 12.287, 21.235
-181.302, -31.610, 12.328, 21.268
-181.300, -32.022, 12.369, 21.301
-181.298, -32.436, 12.410, 21.334
-181.296, -32.851, 12.452, 21.367
-181.294, -33.267, 12.494, 21.400
-181.291, -33.684, 12.535, 21.433
-181.289, -34.103, 12.577, 21.466
-181.287, -34.523, 12.620, 21.499
-181.285, -34.945, 12.662, 21.532
-181.283, -35.368, 12.704, 21.565
-181.281, -35.793, 12.747, 21.598
-181.279, -36.219, 12.790, 21.631
-181.277, -36.646, 12.832, 21.664
-181.275, -37.075, 12.875, 21.697
-181.272, -37.505, 12.919, 21.730
-181.270, -37.937, 12.962, 21.763
-181.268, -38.370, 13.005, 21.796
-181.266, -38.805, 13.049, 21.829
-181.264, -39.241, 13.092, 21.862
-181.261, -39.678, 13.136, 21.895
-181.259, -40.117, 13.180, 21.928
-181.257, -40.558, 13.224, 21.961
-181.255, -41.000, 13.268, 21.994
-181.252, -41.443, 13.312, 22.027
-181.250, -41.888, 13.357, 22.060
-181.248, -42.334, 13.401, 22.093
-181.245, -42.782, 13.446, 22.126
-181.243, -43.232, 13.491, 22.159
-181.240, -43.682, 13.535, 22.192
-181.238, -44.135, 13.580, 22.225
-181.236, -44.589, 13.625, 22.258
-181.233, -45.044, 13.671, 22.291
-181.231, -45.501, 13.716, 22.324
-181.228, -45.959, 13.761, 22.357
-181.226, -46.419, 13.807, 22.390
-181.223, -46.880, 13.853, 22.423
-181.221, -47.343, 13.898, 22.456
-181.218, -47.808, 13.944, 22.489
-181.216, -48.274, 13.990, 22.522
-181.213, -48.741, 14.036, 22.555
-181.210, -49.210, 14.083, 22.588
-181.208, -49.681, 14.129, 22.621
-181.205, -50.153, 14.175, 22.654
-181.203, -50.627, 14.222, 22.687
-181.200, -51.102, 14.269, 22.720
-181.197, -51.579, 14.315, 22.753
-181.195, -52.057, 14.362, 22.786
-181.192, -52.537, 14.409, 22.819
-181.189, -53.018, 14.457, 22.852
-181.186, -53.502, 14.504, 22.885
-181.184, -53.986, 14.551, 22.918
-181.181, -54.472, 14.599, 22.951
-181.178, -54.960, 14.647, 22.984
-181.175, -55.450, 14.694, 23.017
-181.172, -55.941, 14.742, 23.050
